6LG8-6LZ7,93573,1000000,5
6LG9,24492,1000000,5
6LH0,65320,1000000,5
6MN8-6MV7,4717,100000000,1
6MQ8,287844,100000000,1
6MQ8-6MK8,287655,100000000,1
6MU8,128190,100000000,1
ANEH9,46912,10000000,1
ANEM8,86166,10000000,1
ANEU8,30609,10000000,1
ANEZ7,79784,10000000,1
ANEZ8,11494,10000000,1
CHLJ8-CHLF8,95045,10000000,1
CHLJ8-CHLV7,10837,10000000,1
CHLV7,62877,10000000,1
CHLV8,105249,10000000,1
CHPN8,88924,1000000,1
CHPN8-CHPJ8,189258,1000000,1
CHPN8-CHPV7,187289,1000000,1
CHPQ8,312300,1000000,1
CHPQ8-CHPK8,312403,1000000,1
6EH0-6EZ9,5967,1000000,5
6EH1,3903,1000000,5
6EH1-6EZ0,67919,1000000,5
6EH2,28727,1000000,5
6EH2-6EZ1,23433,1000000,5
6LH1,63581,1000000,5
6LH2,3619,1000000,5
6LH8,84724,1000000,5
6LH8-6LZ7,173123,1000000,5
6LH9,5169,1000000,5
6MU8-6MM8,94057,100000000,1
6MV7,244562,100000000,1
6MV8,48369,100000000,1
6MV8-6MN8,4854,100000000,1
BDIH8,16941,1000000000,1
BDIH8-BDIZ7,891,100000000,5
CHLK8,41206,10000000,1
CHLK8-CHLG8,237793,10000000,1
CHLV8-CHLN8,128824,10000000,1
CHPQ8-CHPX7,129015,1000000,1
CHPU8,1387,1000000,1
CHPU8-CHPM8,103051,1000000,1
CHPU9,7952,1000000,1
CHPV7,62224,1000000,1
ECKU8,29752,10000000,2
ECKZ7,69361,10000000,2
ECKZ8,11204,10000000,2
EHFH8,244622,10000000,2
6EH8,173248,1000000,5
6EH8-6EF8,102796,1000000,5
6EH8-6EV7,133552,1000000,5
6EH8-6EX7,107983,1000000,5
6LJ0,40437,1000000,5
6LJ1,24437,1000000,5
6LJ2,86859,1000000,5
6LJ8,24465,1000000,5
6LJ9,61578,1000000,5
6MV8-6MV7,4847,100000000,1
6MX7,221828,100000000,1
6MX7-6MV7,14142,100000000,1
6MZ7,2366,100000000,1
BDIM8,47358,1000000000,1
BDIM8-BDIH8,28236,100000000,5
CHLK8-CHLX7,128700,10000000,1
CHLM8,115432,10000000,1
CHLX7,2350,10000000,1
CHLX7-CHLV7,10726,10000000,1
6EH8-6EZ7,175864,1000000,5
6EH9,1191,1000000,5
6EH9-6EH8,3757,1000000,5
6EH9-6EZ8,40182,1000000,5
6EM0,71003,1000000,5
6LK0,57427,1000000,5
6LK1,48063,1000000,5
6LK2,65658,1000000,5
6LK8,48931,1000000,5
6LK9,55690,1000000,5
6MZ7-6MV7,4691,100000000,1
6MZ8,138504,100000000,1
6NH8,242919,10000000,1
6NH8-6NZ7,10829,1000000,5
6NH9,48780,10000000,1
BDIM8-BDIZ7,28164,100000000,5
BDIU8,22500,1000000000,1
CHLZ7,60628,10000000,1
CHLZ7-CHLV7,10751,10000000,1
CHLZ7-CHLX7,128645,10000000,1
CZKH8-CZKZ7,1003,10000000,1
6EM0-6EH0,66346,1000000,5
6EM1,80958,1000000,5
6EM1-6EH1,14355,1000000,5
6EM2,11232,1000000,5
6EM2-6EH2,1208,1000000,5
6LM0,30087,1000000,5
6LM1,43855,1000000,5
6LM2,33018,1000000,5
6LM8,89744,1000000,5
6LM8-6LH8,284959,1000000,5
6NM8,86454,10000000,1
6NM8-6NZ7,9942,1000000,5
6NU8,31555,10000000,1
6NU8-6NZ7,10528,1000000,5
6NZ7,74983,10000000,1
BDIU8-BDIH8,349,100000000,5
BDIU8-BDIM8,405,100000000,5
CHPV8,106241,1000000,1
CHPV8-CHPN8,128617,1000000,1
CZKH9,47820,10000000,2
CZKM8,86116,10000000,2
6EM8,173275,1000000,5
6EM8-6EF8,105028,1000000,5
6EM8-6EH8,175874,1000000,5
6EM8-6EV7,133558,1000000,5
6LM8-6LZ7,284960,1000000,5
6LM9,17839,1000000,5
6LN0,24468,1000000,5
6LN1,59647,1000000,5
6LN2,73960,1000000,5
6NZ8,11098,10000000,1
6RF8,3138,10000000,5
6RF8-6RV7,33310,10000000,5
6RF8-6RX7,1490,10000000,5
6RG8,2960,10000000,5
BDIU8-BDIZ7,322,100000000,5
BDIZ7,15776,1000000000,1
CHLZ8,31798,10000000,1
CHLZ8-CHLU8,11170,10000000,1
CHPX7,2901,1000000,1
CHPX7-CHPV7,187227,1000000,1
CHPZ7,9257,1000000,1
CHPZ7-CHPV7,187246,1000000,1
CHPZ7-CHPX7,128827,1000000,1
CZKU8,28479,10000000,2
CZKZ7,81817,10000000,2
ECKH9,48677,10000000,2
ECKM8,86188,10000000,2
6EM8-6EX7,108140,1000000,5
6EM8-6EZ7,1323,1000000,5
6EM9,5063,1000000,5
6EM9-6EH9,10759,1000000,5
6LN8,43041,1000000,5
6LN9,27336,1000000,5
6LQ0,96424,1000000,5
6LQ1,45389,1000000,5
6LQ2,312445,1000000,5
6RG8-6RX7,5541,10000000,5
6RH0,52180,10000000,5
6RH1,612,10000000,5
6RH2,937,10000000,5
6RH8,8224,10000000,5
CHLZ8-CHLZ7,11073,10000000,1
CHPF8,102522,1000000,1
CHPZ8,7784,1000000,1
CHPZ8-CHPU8,187295,1000000,1
CHPZ8-CHPZ7,187293,1000000,1
6EU0,109520,1000000,5
6EU0-6EM0,12063,1000000,5
6EU1,244688,1000000,5
6EU1-6EM1,243409,1000000,5
6EU2,44629,1000000,5
6LQ8,67284,1000000,5
6LQ9,54822,1000000,5
6LU0,11271,1000000,5
6LU1,12287,1000000,5
6LU2,4721,1000000,5
6RH8-6RZ7,20345,10000000,5
6RH9,489,10000000,5
6RJ8,173233,10000000,5
6RK8,138444,10000000,5
6RM0,71760,10000000,5
CHPF8-CHPV7,218980,1000000,1
CHPF8-CHPX7,128955,1000000,1
CZKZ8,11208,10000000,2
E7H8,44994,100000000,1
E7H8-E7Z7,20087,10000000,5
E7Z7,11102,100000000,1
EADH8,244599,10000000,1
6EU2-6EM2,3887,1000000,5
6EU8,173307,1000000,5
6EU8-6EF8,105121,1000000,5
6EU8-6EH8,3252,1000000,5
6LU8,49914,1000000,5
6LU8-6LZ7,284962,1000000,5
6LU9,74492,1000000,5
6LV0,24447,1000000,5
6LV1,53028,1000000,5
6RM1,9249,10000000,5
6RM2,2105,10000000,5
6RM8,22078,10000000,5
6RM8-6RH8,1627,10000000,5
6RM8-6RZ7,1221,10000000,5
CHPG8,73541,1000000,1
CHPG8-CHPX7,96020,1000000,1
CHPH8,9278,1000000,1
CHPH8-CHPZ7,61320,1000000,1
CHPH9,207454,1000000,1
EADH8-EADZ7,17390,1000000,5
6CU1,18581,1000000,5
6CU1-6CM1,16036,1000000,5
6CU2,7909,1000000,5
6CU2-6CM2,1134,1000000,5
6CU8,175042,1000000,5
6EU8-6EM8,9501,1000000,5
6EU8-6EV7,125357,1000000,5
6EU8-6EX7,124624,1000000,5
6EU8-6EZ7,1360,1000000,5
6LV2,104348,1000000,5
6LV7,74226,1000000,5
6LV8,60710,1000000,5
6LV9,24430,1000000,5
6LX0,80321,1000000,5
6RM9,5124,10000000,5
6RN8,287854,10000000,5
6RQ8,1332,10000000,5
6RU0,988,10000000,5
6RU1,6594,10000000,5
CHLM8-CHLH8,216001,10000000,1
CJYH8,244598,10000000,1
CJYH8-CJYZ7,17430,1000000,5
CJYH9,49530,10000000,1
CJYM8,85871,10000000,1
EADH9,51238,10000000,1
EADM8,85904,10000000,1
EADU8,28473,10000000,1
EADZ7,74813,10000000,1
EADZ8,11155,10000000,1
6CU8-6CF8,10671,1000000,5
6CU8-6CH8,1574,1000000,5
6CU8-6CM8,6259,1000000,5
6CU8-6CV7,6011,1000000,5
6EU9,20159,1000000,5
6EU9-6EM9,14769,1000000,5
6EV7,138489,1000000,5
6EX7,287678,1000000,5
6EX7-6EV7,129903,1000000,1
6LX1,4335,1000000,5
6LX7,92080,1000000,5
6LX7-6LV7,309578,1000000,5
6LX8,86193,1000000,5
6LX9,97292,1000000,5
6RU2,16102,10000000,5
6RU8,18177,10000000,5
6RU8-6RZ7,925,10000000,5
6RU9,18695,10000000,5
6RV7,221850,10000000,5
CHLF8,112695,10000000,1
CHLM9,9409,10000000,1
CHLN8,103274,10000000,1
CHPJ8,88877,1000000,1
CJYU8,28513,10000000,1
CJYZ7,75904,10000000,1
CJYZ8,11131,10000000,1
CZKH8,244626,10000000,2
6CU8-6CX7,5808,1000000,5
6CU8-6CZ7,193213,1000000,5
6CU9,13951,1000000,5
6CU9-6CM9,15381,1000000,5
6EZ0,98206,1000000,5
6EZ0-6EU0,160994,1000000,5
6EZ1,86136,1000000,5
6EZ1-6EU1,84988,1000000,5
6EZ7,173245,1000000,5
6LZ0,12449,1000000,5
6LZ1,58817,1000000,5
6LZ7,43997,1000000,5
6LZ7-6LV7,309576,1000000,5
6LZ7-6LX7,285026,1000000,5
6RX7,13,10000000,5
6RX7-6RV7,5249,10000000,5
6RZ0,22755,10000000,5
6RZ1,2209,10000000,5
6RZ7,379081,10000000,5
CHLN8-CHLJ8,176803,10000000,1
CHLN8-CHLV7,10907,10000000,1
CHPJ8-CHPF8,96895,1000000,1
CHPJ8-CHPV7,187286,1000000,1
ECDH8,244628,10000000,1
ECDH8-ECDZ7,17465,1000000,5
ECDH9,47694,10000000,1
ECDM8,85853,10000000,1
6CV7,22353,1000000,5
6CX7,11751,1000000,5
6CX7-6CV7,13463,1000000,1
6CZ0,779,1000000,5
6CZ0-6CU0,271247,1000000,5
6EZ7-6EV7,133541,1000000,5
6EZ7-6EX7,130014,1000000,1
6EZ8,192848,1000000,5
6EZ8-6EH8,3129,1000000,5
6LZ8,70338,1000000,5
6LZ9,75175,1000000,5
6MF8,86210,100000000,1
6MF8-6MV7,85348,100000000,1
6MG8,1022,100000000,1
6RZ7-6RV7,5314,10000000,5
6RZ7-6RX7,1449,10000000,5
6RZ8,192824,10000000,5
6RZ9,178130,10000000,5
ACDH8,244647,10000000,1
CHLF8-CHLV7,219380,10000000,1
CHLF8-CHLX7,128664,10000000,1
CHLG8,47136,10000000,1
CHLG8-CHLX7,49627,10000000,1
CHLQ8,312439,10000000,1
CHPK8,53811,1000000,1
CHPK8-CHPG8,235598,1000000,1
CHPK8-CHPX7,128975,1000000,1
CHPM8,11536,1000000,1
CHPM8-CHPH8,217070,1000000,1
ECDU8,30342,10000000,1
ECDZ7,70115,10000000,1
6CZ1,3169,1000000,5
6CZ1-6CU1,4763,1000000,5
6CZ7,174989,1000000,5
6CZ7-6CV7,75332,1000000,5
6EZ8-6EU8,63212,1000000,5
6EZ8-6EZ7,1384,1000000,5
6EZ9,178373,1000000,5
6EZ9-6EU9,169557,1000000,5
6LF0,57932,1000000,5
6MG8-6MX7,5958,100000000,1
6MH8,162901,100000000,1
6MH8-6MZ7,108954,100000000,1
6MH9,153863,100000000,1
6MJ8,29215,100000000,1
ACDH8-ACDZ7,4176,1000000,5
ACDH9,45283,10000000,1
ACDM8,85875,10000000,1
ACDU8,29253,10000000,1
ACDZ7,74874,10000000,1
CHLH8,153587,10000000,1
CHLQ8-CHLK8,312333,10000000,1
CHLQ8-CHLX7,128774,10000000,1
CHPM9,8956,1000000,1
ECDZ8,11167,10000000,1
ECKH8,244839,10000000,2
6CZ7-6CX7,12129,1000000,1
6CZ8,38586,1000000,5
6CZ8-6CH8,1589,1000000,5
6CZ8-6CU8,20929,1000000,5
6LF1,74414,1000000,5
6LF2,143422,1000000,5
6LF8,24365,1000000,5
6LF8-6LV7,309577,1000000,5
6LF8-6LX7,284957,1000000,5
6MJ8-6MF8,26387,100000000,1
6MJ8-6MV7,4708,100000000,1
6MK8,173318,100000000,1
6MK8-6MG8,172859,100000000,1
ACDZ8,11068,10000000,1
AJYH8,244785,10000000,1
AJYH8-AJYZ7,44168,1000000,5
AJYH9,50765,10000000,1
AJYM8,85852,10000000,1
HUFM8,86435,10000000,2
HUFU8,30921,10000000,2
HUFZ7,69833,10000000,2
HUFZ8,11198,10000000,2
M6EH8,45931,1000,1
RPZ7-RPV7,131181,1000000,25
RPZ7-RPX7,238910,10000000,1
RPZ8,11189,10000000,5
RPZ8-RPU8,2424,1000000,25
M6EH8-M6EZ7,30284,1000,1
M6EZ7,11116,1000,1
MCDH8,735,1000,1
MCDH8-MCDZ7,2084,1000,1
MCDZ7,5043,1000,1
RPZ8-RPZ7,2888,1000000,25
RYH8,244531,10000000,1
RYH8-RYZ7,14999,1000000,5
RYH9,49547,10000000,1
RYM8,86391,10000000,1
NOKH8,244581,10000000,1
NOKH8-NOKZ7,32076,1000000,5
NOKH9,47630,10000000,1
NOKM8,85872,10000000,1
NOKU8,31492,10000000,1
RYU8,30818,10000000,1
RYZ7,77696,10000000,1
RYZ8,11106,10000000,1
SEKH8,244597,10000000,1
SEKH8-SEKZ7,33382,1000000,5
NOKZ7,76648,10000000,1
NOKZ8,11052,10000000,1
PJYH8,244592,10000000,1
PJYH8-PJYZ7,1508,1000000,5
PJYH9,46141,10000000,1
SEKH9,46571,10000000,1
SEKM8,86305,10000000,1
SEKU8,31518,10000000,1
SEKZ7,81670,10000000,1
SEKZ8,11060,10000000,1
PJYM8,85869,10000000,1
PJYU8,30448,10000000,1
PJYZ7,75524,10000000,1
PJYZ8,11088,10000000,1
PLNH8,244799,10000000,2
SJYH8,244535,10000000,5
SJYH8-SJYZ7,6693,1000000,25
SJYH9,49041,10000000,5
SJYM8,85854,10000000,5
SJYU8,29428,10000000,5
PLNH8-PLNZ7,6637,10000000,1
PLNH9,45193,10000000,2
PLNM8,86452,10000000,2
PLNU8,28770,10000000,2
PLNZ7,76595,10000000,2
SJYZ7,80499,10000000,5
SJYZ8,11038,10000000,5
TREH8,9614,10000000,1
TREH8-TREZ7,16493,1000000,5
TREH9,3072,10000000,1
PLNZ8,10998,10000000,2
PSFH8,244813,10000000,1
PSFH8-PSFZ7,40815,1000000,5
PSFH9,46535,10000000,1
PSFM8,86426,10000000,1
TREH9-TREH8,2195,1000000,5
TREH9-TREM8,2319,1000000,5
TREH9-TREU8,2004,1000000,5
TREH9-TREZ7,2402,1000000,5
PSFU8,30833,10000000,1
PSFZ7,74718,10000000,1
PSFZ8,11249,10000000,1
RFH8,244648,10000000,1
RFH8-RFZ7,38559,1000000,5
TREH9-TREZ8,2470,1000000,5
TREM8,2101,10000000,1
TREM8-TREH8,19653,1000000,5
TREM8-TREZ7,19583,1000000,5
RFH9,46686,10000000,1
RFM8,86269,10000000,1
RFU8,31463,10000000,1
RFZ7,75301,10000000,1
RFZ8,11406,10000000,1
TREU8,33131,10000000,1
TREU8-TREH8,10843,1000000,5
TREU8-TREM8,10080,1000000,5
TREU8-TREZ7,10852,1000000,5
RPF8,153803,10000000,5
RPF8-RPV7,3039,1000000,25
RPF8-RPX7,24328,1000000,25
RPF8-RPZ7,39791,10000000,1
TREZ7,6006,10000000,1
TREZ8,193355,10000000,1
TREZ8-TREH8,135111,1000000,5
TREZ8-TREM8,135017,1000000,5
EHFH8-EHFZ7,27383,10000000,1
EHFH9,49139,10000000,2
EHFM8,86240,10000000,2
EHFU8,31462,10000000,2
EHFZ7,75931,10000000,2
RPH8,244727,10000000,5
RPH8-RPF8,24390,1000000,25
RPH8-RPV7,131189,1000000,25
RPH8-RPX7,287804,1000000,25
TREZ8-TREU8,135989,1000000,5
TREZ8-TREZ7,135808,1000000,5
TRYH8,19002,10000000,1
TRYH8-TRYZ7,18013,1000000,5
EHFZ8,11137,10000000,2
ENKH8,244827,10000000,5
ENKH8-ENKZ7,33179,1000000,25
ENKH9,45782,10000000,5
ENKM8,85851,10000000,5
RPH8-RPZ7,158010,1000000,25
RPH9,47739,10000000,5
RPH9-RPZ8,3123,1000000,25
RPM8,86022,10000000,5
TRYH9,3227,10000000,1
TRYH9-TRYH8,3684,1000000,5
TRYH9-TRYM8,4592,1000000,5
TRYH9-TRYU8,4328,1000000,5
ENKU8,30805,10000000,5
ENKZ7,76305,10000000,5
ENKZ8,11084,10000000,5
EPZH8,244830,10000000,2
EPZH8-EPZZ7,14810,10000000,1
RPM8-RPF8,24527,1000000,25
RPM8-RPH8,158024,1000000,25
RPM8-RPV7,131234,1000000,25
RPM8-RPX7,287805,1000000,25
TRYH9-TRYZ7,3405,1000000,5
TRYH9-TRYZ8,4080,1000000,5
TRYM8,1477,10000000,1
TRYM8-TRYH8,19263,1000000,5
EPZH9,50775,10000000,2
EPZM8,85859,10000000,2
EPZU8,30848,10000000,2
EPZZ7,76636,10000000,2
EPZZ8,11445,10000000,2
RPM8-RPZ7,2365,1000000,25
RPU8,31483,10000000,5
RPU8-RPF8,24701,1000000,25
RPU8-RPH8,2741,1000000,25
TRYM8-TRYZ7,19231,1000000,5
TRYU8,17102,10000000,1
TRYU8-TRYH8,4329,1000000,5
TRYU8-TRYM8,6778,1000000,5
ESKH8,244631,10000000,5
ESKH8-ESKZ7,11471,1000000,25
ESKH9,47748,10000000,5
ESKM8,86284,10000000,5
ESKU8,30242,10000000,5
RPU8-RPM8,158570,1000000,25
RPU8-RPV7,287808,1000000,25
RPU8-RPX7,287807,1000000,25
RPU8-RPZ7,2752,1000000,25
TRYU8-TRYZ7,5071,1000000,5
TRYZ7,10127,10000000,1
TRYZ8,193352,10000000,1
TRYZ8-TRYH8,193293,1000000,5
ESKZ7,75756,10000000,5
ESKZ8,11105,10000000,5
HUFH8,244570,10000000,2
HUFH8-HUFZ7,997,10000000,1
HUFH9,45310,10000000,2
RPV7,138464,10000000,5
RPX7,287811,10000000,5
RPX7-RPV7,238815,10000000,1
RPZ7,71631,10000000,5
TRYZ8-TRYM8,193289,1000000,5
TRYZ8-TRYU8,193299,1000000,5
TRYZ8-TRYZ7,193295,1000000,5
CSC:SA 05M Q8,68771,10000000,1
CSC:SA 05M U7,25475,10000000,1
CSC:SA 05M U8,33287,10000000,1
CSC:SA 05M V7,25764,10000000,1
CSC:SA 08M M8,33397,10000000,1
CSC:SA 08M N8,76784,10000000,1
CSC:SA 08M Q8,1249,10000000,1
CSC:SA 10M H8,71801,10000000,1
CSC:SA 10M J8,33531,10000000,1
CSC:SA 10M K8,78059,10000000,1
IHF8-IHK8,72477,100000,25
CSC:SA 12M H8,80705,10000000,1
CSC:SA 12M J8,2089,10000000,1
CSC:SA 14M Z7,33737,10000000,1
IHF9-IHN9,309709,100000,25
CSC:SA 15M F8,2132,10000000,1
CHIK9-LAVK9,19320,100000000,2
CHIK9-LAXK9,28324,100000000,2
CHIK9-MIAK9,43607,100000000,2
CHIK9-NYMK9,35999,100000000,2
CHIK9-SDGK9,14400,100000000,2
CHIX9-DENX9,1537,100000000,2
CHIX9-LAVX9,2496,100000000,2
CHIX9-LAXX9,7012,100000000,2
CHIX9-MIAX9,5626,100000000,2
CHIX9-NYMX9,10332,100000000,2
ICH8-ICN9,309952,100000,25
ICH8-ICQ8,191994,100000,25
ICH8-ICQ9,282500,100000,25
ICH8-ICU8,30900,100000,25
ICK8-ICQ9,282652,100000,25
ICK8-ICU8,31064,100000,25
ICM9-ICN9,309929,100000,25
ICM9-ICQ9,283309,100000,25
ICQ8-ICN9,309964,100000,25
ICQ8-ICQ9,282805,100000,25
ICQ8-ICU8,31256,100000,25
ICQ8-ICU9,19893,100000,25
CSC:BF X7-Z7-F8,40857,10000000,1
CSC:BF Z7-F8-G8,60528,10000000,1
CSC:SA 02M F8,31052,10000000,1
CSC:SA 02M F9,86486,10000000,1
CSC:SA 03M G8,5582,10000000,1
CSC:SA 03M H8,219863,10000000,1
ICU8-ICK9,183704,100000,25
CSC:SA 03M J8,4330,10000000,1
CSC:SA 04M M8,4163,10000000,1
CSC:SA 04M N8,36395,10000000,1
CSC:SA 04M Q8,195142,10000000,1
CSC:SA 04M U7,70798,10000000,1
CSC:SA 07M F8,166446,10000000,1
CSC:SA 07M G8,210915,10000000,1
CSC:SA 08M U7,4917,10000000,1
CSC:SA 08M V7,219370,10000000,1
CSC:SA 08M X7,5003,10000000,1
CSC:SA 10M M8,1446,10000000,1
CSC:SA 10M U7,5108,10000000,1
CSC:SA 10M V7,165926,10000000,1
CSC:SA 12M U7,210981,10000000,1
CSC:SA 12M V7,3737,10000000,1
CSC:SA 12M X7,36951,10000000,1
CSC:SA 15M U7,195137,10000000,1
CSC:SA 15M V7,63736,10000000,1
CSC:SA 15M X7,33845,10000000,1
CHIK9-SFRK9,18374,100000000,2
CHIK9-WDCK9,56501,100000000,2
CHIQ8,194484,100000000,2
CHIQ8-CHIG9,113022,100000000,2
CHIQ8-CHIK0,2847,100000000,2
CHIX9-SDGX9,17019,100000000,2
CHIX9-SFRX9,3740,100000000,2
CHIX9-WDCX9,20701,100000000,2
CPOF0,414623,10000000,25
CPOF1,209436,10000000,25
ICH8-ICU9,20624,100000,25
ICH8-ICV8,245121,100000,25
ICH8-ICX8,293646,100000,25
ICH8-ICZ8,63831,100000,25
ICK8-ICU9,19758,100000,25
ICK8-ICV8,245135,100000,25
ICM9-ICU9,20270,100000,25
ICN8,8290,100000,25
ICN8-ICF9,163781,100000,25
ICN8-ICG9,213262,100000,25
ICQ8-ICV8,245165,100000,25
ICQ8-ICX8,293654,100000,25
ICU7-ICM8,104566,100000,25
ICU7-ICM9,65399,100000,25
ICU7-ICN8,127040,100000,25
CSC:SA 02M G8,28753,10000000,1
ICU8-ICM9,65277,100000,25
CSC:SA 03M K8,165887,10000000,1
ICU8-ICN9,309965,100000,25
CSC:SA 04M U8,66142,10000000,1
CSC:SA 05M V8,76734,10000000,1
CSC:SA 05M X7,27014,10000000,1
CSC:SA 05M X8,1505,10000000,1
CSC:SA 07M H8,4243,10000000,1
CSC:SA 07M J8,37567,10000000,1
CSC:SA 07M K8,195210,10000000,1
ICX7-ICQ8,191651,100000,25
CSC:SA 08M Z7,166459,10000000,1
ICZ7-ICF8,94922,100000,25
ICZ7-ICF9,163719,100000,25
ICZ7-ICG8,118656,100000,25
CSC:SA 10M X7,210979,10000000,1
ICZ7-ICZ8,63709,100000,25
CSC:SA 12M Z7,195114,10000000,1
CSC:SA 13M F8,33734,10000000,1
CSC:SA 13M G8,80960,10000000,1
CSC:SA 17M V7,86012,10000000,1
CSC:SA 17M X7,2206,10000000,1
CHIQ8-CHIK9,101043,100000000,2
CHIQ8-CHIX0,101046,100000000,2
CHIQ8-CHIX1,101050,100000000,2
CHIQ8-CHIX8,101040,100000000,2
CHIQ8-CHIX9,101045,100000000,2
CPOF2,185268,10000000,25
CPOF8,779099,10000000,25
CPOF9,600238,10000000,25
CPOG0,222595,10000000,25
CPOG1,401108,10000000,25
ICH9,88882,100000,25
ICH9-ICJ9,148657,100000,25
ICH9-ICK9,183794,100000,25
ICH9-ICM9,65338,100000,25
ICQ8-ICZ8,64158,100000,25
ICQ9,7886,100000,25
CSC:SA 02M G9,2215,10000000,1
ICU7-ICN9,309946,100000,25
CSC:SA 02M H8,6277,10000000,1
ICU7-ICQ8,191641,100000,25
CSC:SA 03M M8,210868,10000000,1
ICU8-ICQ9,282806,100000,25
ICV7-ICM8,108909,100000,25
ICV8-ICN9,309913,100000,25
ICX7-ICQ9,282933,100000,25
ICX7-ICU8,32730,100000,25
ICX7-ICU9,19666,100000,25
ICX7-ICV8,245159,100000,25
ICZ7-ICG9,212933,100000,25
ICZ8,91829,100000,25
CSC:SA 18M U7,86015,10000000,1
KE:BF K8-N8-U8,5150,100000,25
CSC:SA 18M V7,2207,10000000,1
CHIQ8-DENQ8,82958,100000000,2
CHIQ8-LAVQ8,104299,100000000,2
CHIQ8-LAXQ8,121155,100000000,2
CHIQ8-MIAQ8,116779,100000000,2
CHIQ8-NYMQ8,101617,100000000,2
CPOG2,584950,10000000,25
CPOG8,586748,10000000,25
CPOG9,889342,10000000,25
CPOH0,160585,10000000,25
CPOH1,150802,10000000,25
ICH9-ICN9,309926,100000,25
ICH9-ICQ9,282575,100000,25
ICH9-ICU9,20117,100000,25
ICJ8,3916,100000,25
ICK8-ICX8,293648,100000,25
ICK8-ICZ8,63979,100000,25
ICN8-ICH9,82832,100000,25
CPOX1,660805,10000000,25
CPOX7,394372,10000000,25
CPOX8,792613,10000000,25
CPOX9,635096,10000000,25
ICU7-ICQ9,282775,100000,25
ICU7-ICU8,32688,100000,25
ICU8-ICU9,19994,100000,25
ICU8-ICV8,245172,100000,25
ICV7-ICM9,65429,100000,25
ICV7-ICN8,127114,100000,25
ICV8-ICQ9,282807,100000,25
ICV8-ICU9,20009,100000,25
ICV8-ICX8,293656,100000,25
ICV8-ICZ8,64542,100000,25
ICX7-ICX8,293626,100000,25
ICX7-ICZ7,258721,100000,25
ICX7-ICZ8,63461,100000,25
ICZ7-ICH8,37716,100000,25
ICZ7-ICH9,82497,100000,25
ICZ8-ICF9,163804,100000,25
ICZ8-ICG9,213275,100000,25
IHF8-IHK9,114546,100000,25
IHF8-IHM8,166088,100000,25
CSC:SA 15M Z7,84399,10000000,1
CSC:SA 16M U7,64381,10000000,1
CHIQ8-SDGQ8,71238,100000000,2
CHIQ8-SFRQ8,73706,100000000,2
CHIQ8-WDCQ8,193505,100000000,2
CHIX0,84098,100000000,2
CHIX0-CHIX1,203568,100000000,2
CPOH2,360846,10000000,25
CPOH8,524856,10000000,25
CPOH9,374086,10000000,25
CPOJ0,867999,10000000,25
CPOJ1,854508,10000000,25
